tripduration,starttime,stoptime,start_station_id,name,start_station_latitude,start_station_longitude,end_station_id,direction,end_station_latitude,end_station_longitude,bikeid,usertype,birthyear,gender
2066,41852.46806,41852.49167,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,15363,Subscriber,1983,1
203,41852.71667,41852.71944,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,18779,Customer,\N,0
131,41852.72014,41852.72153,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,21654,Subscriber,1975,2
90,41852.73056,41852.73125,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,21654,Subscriber,1986,1
1985,41852.84306,41852.86597,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,20512,Subscriber,1989,1
609,41852.66736,41852.67431,152,Warren St & Church St,40.71473993,-74.00910627,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,17776,Subscriber,1979,1
636,41852.83958,41852.84722,152,Warren St & Church St,40.71473993,-74.00910627,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,18234,Subscriber,1973,1
541,41852.84097,41852.84722,152,Warren St & Church St,40.71473993,-74.00910627,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,20233,Customer,\N,0
900,41852.34861,41852.35903,167,E 39 St & 3 Ave,40.7489006,-73.97604882,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,14774,Subscriber,1968,1
1058,41852.8125,41852.82431,167,E 39 St & 3 Ave,40.7489006,-73.97604882,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,17102,Subscriber,1978,1
1290,41852.68403,41852.69861,195,Liberty St & Broadway,40.70905623,-74.01043382,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,19843,Subscriber,1990,2
1226,41852.68403,41852.69792,195,Liberty St & Broadway,40.70905623,-74.01043382,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,21168,Subscriber,1994,1
623,41852.70556,41852.7125,195,Liberty St & Broadway,40.70905623,-74.01043382,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,21125,Subscriber,1978,2
1015,41852.08056,41852.09236,223,W 13 St & 7 Ave,40.73781509,-73.99994661,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,20835,Subscriber,1987,2
696,41852.30972,41852.31806,223,W 13 St & 7 Ave,40.73781509,-73.99994661,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,21217,Subscriber,1966,2
416,41852.27847,41852.28333,224,Spruce St & Nassau St,40.71146364,-74.00552427,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,14796,Subscriber,1980,1
1011,41852.75139,41852.76319,225,W 14 St & The High Line,40.74195138,-74.00803013,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,19871,Subscriber,1965,1
724,41852.87639,41852.88472,225,W 14 St & The High Line,40.74195138,-74.00803013,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,21103,Subscriber,1965,1
1341,41852.31458,41852.33056,228,E 48 St & 3 Ave,40.7546011,-73.97187886,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,16239,Subscriber,1982,2
254,41852.40486,41852.40764,229,Great Jones St,40.72743423,-73.99379025,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,15206,Subscriber,1991,1
279,41852.62361,41852.62708,229,Great Jones St,40.72743423,-73.99379025,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,20751,Subscriber,1986,1
1142,41852.51528,41852.52847,233,Joralemon St & Adams St,40.69246277,-73.98963911,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,21349,Subscriber,1982,2
438,41852.37083,41852.37569,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,20188,Subscriber,1982,1
666,41852.32361,41852.33125,237,E 11 St & 2 Ave,40.73047309,-73.98672378,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,15283,Subscriber,1989,1
586,41852.39792,41852.40417,237,E 11 St & 2 Ave,40.73047309,-73.98672378,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,20950,Subscriber,1990,1
1519,41852.84028,41852.85764,237,E 11 St & 2 Ave,40.73047309,-73.98672378,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,14770,Subscriber,1954,1
625,41852.85556,41852.8625,237,E 11 St & 2 Ave,40.73047309,-73.98672378,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,15656,Subscriber,1984,2
1079,41852.36181,41852.37431,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,17200,Subscriber,1988,1
2565,41852.63125,41852.66111,247,Perry St & Bleecker St,40.73535398,-74.00483091,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,15704,Customer,\N,0
2506,41852.63194,41852.66111,247,Perry St & Bleecker St,40.73535398,-74.00483091,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,17281,Customer,\N,0
530,41852.52708,41852.53333,249,Harrison St & Hudson St,40.71870987,-74.0090009,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,14663,Customer,\N,0
791,41852.65556,41852.66528,251,Mott St & Prince St,40.72317958,-73.99480012,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,21577,Subscriber,1990,2
417,41852.95903,41852.96389,251,Mott St & Prince St,40.72317958,-73.99480012,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,14843,Subscriber,1980,1
1962,41852.67431,41852.69722,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,17236,Subscriber,1985,2
184,41852.80069,41852.80347,257,Lispenard St & Broadway,40.71939226,-74.00247214,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,16931,Subscriber,1988,1
400,41852.7125,41852.71736,263,Elizabeth St & Hester St,40.71729,-73.996375,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,21242,Subscriber,1975,2
236,41852.62917,41852.63194,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,18003,Subscriber,1970,1
331,41852.67014,41852.67361,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,18791,Customer,\N,0
329,41852.67014,41852.67361,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,15019,Customer,\N,0
569,41852.42708,41852.43403,127,Barrow St & Hudson St,40.73172428,-74.00674436,152,Warren St & Church St,40.71473993,-74.00910627,18506,Subscriber,1979,1
106,41852.55972,41852.56042,147,Greenwich St & Warren St,40.71542197,-74.01121978,152,Warren St & Church St,40.71473993,-74.00910627,21573,Subscriber,1976,2
89,41852.77569,41852.77708,147,Greenwich St & Warren St,40.71542197,-74.01121978,152,Warren St & Church St,40.71473993,-74.00910627,17402,Subscriber,1990,1
73,41852.80764,41852.80833,147,Greenwich St & Warren St,40.71542197,-74.01121978,152,Warren St & Church St,40.71473993,-74.00910627,20209,Subscriber,1988,1
90,41852.44861,41852.44931,152,Warren St & Church St,40.71473993,-74.00910627,152,Warren St & Church St,40.71473993,-74.00910627,15057,Customer,\N,0
12721,41852.48125,41852.62847,152,Warren St & Church St,40.71473993,-74.00910627,152,Warren St & Church St,40.71473993,-74.00910627,15802,Customer,\N,0
12437,41852.48472,41852.62847,152,Warren St & Church St,40.71473993,-74.00910627,152,Warren St & Church St,40.71473993,-74.00910627,18506,Customer,\N,0
11950,41852.49028,41852.62847,152,Warren St & Church St,40.71473993,-74.00910627,152,Warren St & Church St,40.71473993,-74.00910627,18853,Customer,\N,0
205,41852.81667,41852.81944,152,Warren St & Church St,40.71473993,-74.00910627,152,Warren St & Church St,40.71473993,-74.00910627,19386,Customer,\N,0
107,41852.82986,41852.83125,152,Warren St & Church St,40.71473993,-74.00910627,152,Warren St & Church St,40.71473993,-74.00910627,18234,Subscriber,1985,1
1328,41852.35833,41852.37361,223,W 13 St & 7 Ave,40.73781509,-73.99994661,152,Warren St & Church St,40.71473993,-74.00910627,14541,Subscriber,1948,1
979,41852.63056,41852.64167,225,W 14 St & The High Line,40.74195138,-74.00803013,152,Warren St & Church St,40.71473993,-74.00910627,14643,Subscriber,1969,1
866,41852.66181,41852.67153,225,W 14 St & The High Line,40.74195138,-74.00803013,152,Warren St & Church St,40.71473993,-74.00910627,15737,Subscriber,1964,1
868,41852.66181,41852.67153,225,W 14 St & The High Line,40.74195138,-74.00803013,152,Warren St & Church St,40.71473993,-74.00910627,15653,Subscriber,1972,2
996,41852.72292,41852.73403,237,E 11 St & 2 Ave,40.73047309,-73.98672378,152,Warren St & Church St,40.71473993,-74.00910627,21673,Subscriber,1985,1
851,41852.79861,41852.80833,237,E 11 St & 2 Ave,40.73047309,-73.98672378,152,Warren St & Church St,40.71473993,-74.00910627,20004,Subscriber,1988,2
609,41852.44444,41852.45139,238,Bank St & Washington St,40.7361967,-74.00859207,152,Warren St & Church St,40.71473993,-74.00910627,17055,Subscriber,1989,1
159,41852.84236,41852.84444,249,Harrison St & Hudson St,40.71870987,-74.0090009,152,Warren St & Church St,40.71473993,-74.00910627,17970,Subscriber,1984,1
350,41852.70278,41852.70694,257,Lispenard St & Broadway,40.71939226,-74.00247214,152,Warren St & Church St,40.71473993,-74.00910627,14912,Subscriber,1976,1
210,41852.96736,41852.96944,257,Lispenard St & Broadway,40.71939226,-74.00247214,152,Warren St & Church St,40.71473993,-74.00910627,18233,Subscriber,1958,1
992,41852.34583,41852.35764,259,South St & Whitehall St,40.70122128,-74.01234218,152,Warren St & Church St,40.71473993,-74.00910627,19249,Subscriber,1962,1
967,41852.59167,41852.60278,260,Broad St & Bridge St,40.70365182,-74.01167797,152,Warren St & Church St,40.71473993,-74.00910627,21301,Subscriber,1981,1
748,41852.67847,41852.68681,260,Broad St & Bridge St,40.70365182,-74.01167797,152,Warren St & Church St,40.71473993,-74.00910627,19345,Subscriber,1974,1
927,41852.58403,41852.59514,116,W 17 St & 8 Ave,40.74177603,-74.00149746,153,E 40 St & 5 Ave,40.75206231,-73.9816324,16229,Subscriber,1978,1
414,41852.41389,41852.41875,137,E 56 St & Madison Ave,40.761628,-73.972924,153,E 40 St & 5 Ave,40.75206231,-73.9816324,17357,Subscriber,1987,2
1139,41852.78542,41852.79861,150,E 2 St & Avenue C,40.7208736,-73.98085795,153,E 40 St & 5 Ave,40.75206231,-73.9816324,17970,Subscriber,1984,1
393,41852.61319,41852.61806,160,E 37 St & Lexington Ave,40.748238,-73.978311,153,E 40 St & 5 Ave,40.75206231,-73.9816324,19232,Subscriber,1967,1
267,41852.32986,41852.33264,167,E 39 St & 3 Ave,40.7489006,-73.97604882,153,E 40 St & 5 Ave,40.75206231,-73.9816324,15267,Subscriber,1966,1
225,41852.35347,41852.35625,167,E 39 St & 3 Ave,40.7489006,-73.97604882,153,E 40 St & 5 Ave,40.75206231,-73.9816324,18717,Subscriber,1988,1
266,41852.36458,41852.36736,167,E 39 St & 3 Ave,40.7489006,-73.97604882,153,E 40 St & 5 Ave,40.75206231,-73.9816324,21239,Subscriber,1983,1
595,41852.29167,41852.29861,168,W 18 St & 6 Ave,40.73971301,-73.99456405,153,E 40 St & 5 Ave,40.75206231,-73.9816324,18496,Subscriber,1952,1
504,41852.35139,41852.35694,173,Broadway & W 49 St,40.76064679,-73.98442659,153,E 40 St & 5 Ave,40.75206231,-73.9816324,14942,Subscriber,1970,1
438,41852,41852.00556,228,E 48 St & 3 Ave,40.7546011,-73.97187886,153,E 40 St & 5 Ave,40.75206231,-73.9816324,21501,Subscriber,1980,1
475,41852.39722,41852.40278,228,E 48 St & 3 Ave,40.7546011,-73.97187886,153,E 40 St & 5 Ave,40.75206231,-73.9816324,17037,Subscriber,1961,1
1549,41852.42014,41852.43819,150,E 2 St & Avenue C,40.7208736,-73.98085795,160,E 37 St & Lexington Ave,40.748238,-73.978311,18196,Subscriber,1968,2
253,41852.475,41852.47778,153,E 40 St & 5 Ave,40.75206231,-73.9816324,160,E 37 St & Lexington Ave,40.748238,-73.978311,21229,Subscriber,1991,2
3117,41852.94722,41852.98333,160,E 37 St & Lexington Ave,40.748238,-73.978311,160,E 37 St & Lexington Ave,40.748238,-73.978311,18187,Customer,\N,0
1922,41852.4875,41852.50972,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,160,E 37 St & Lexington Ave,40.748238,-73.978311,19250,Subscriber,1960,2
767,41852.43889,41852.44792,164,E 47 St & 2 Ave,40.75323098,-73.97032517,160,E 37 St & Lexington Ave,40.748238,-73.978311,19140,Subscriber,1962,2
254,41852.72986,41852.73264,164,E 47 St & 2 Ave,40.75323098,-73.97032517,160,E 37 St & Lexington Ave,40.748238,-73.978311,16643,Subscriber,1986,1
350,41852.80694,41852.81111,167,E 39 St & 3 Ave,40.7489006,-73.97604882,160,E 37 St & Lexington Ave,40.748238,-73.978311,20609,Subscriber,1979,1
943,41852.69653,41852.70764,173,Broadway & W 49 St,40.76064679,-73.98442659,160,E 37 St & Lexington Ave,40.748238,-73.978311,15437,Subscriber,1965,1
762,41852.37292,41852.38125,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,160,E 37 St & Lexington Ave,40.748238,-73.978311,16145,Subscriber,1964,1
690,41852.74583,41852.75417,79,Franklin St & W Broadway,40.71911552,-74.00666661,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,19275,Subscriber,1984,1
1246,41852.79861,41852.81319,79,Franklin St & W Broadway,40.71911552,-74.00666661,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,19200,Subscriber,1995,1
927,41852.47569,41852.48681,82,St James Pl & Pearl St,40.71117416,-74.00016545,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,20580,Customer,\N,0
915,41852.47639,41852.48681,82,St James Pl & Pearl St,40.71117416,-74.00016545,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,18260,Customer,\N,0
512,41852.64583,41852.65139,116,W 17 St & 8 Ave,40.74177603,-74.00149746,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,18903,Subscriber,1968,1
236,41852.76458,41852.76736,128,MacDougal St & Prince St,40.72710258,-74.00297088,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,17436,Subscriber,1987,1
280,41852.83611,41852.83958,128,MacDougal St & Prince St,40.72710258,-74.00297088,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,21393,Subscriber,1977,1
671,41852.83333,41852.84097,150,E 2 St & Avenue C,40.7208736,-73.98085795,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,18343,Subscriber,1989,1
290,41852.34931,41852.35278,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16239,Subscriber,1984,1
465,41852.62569,41852.63056,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,18708,Subscriber,1968,1
2001,41852.69722,41852.72083,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,17236,Subscriber,1985,2
185,41852.95139,41852.95347,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16488,Subscriber,1950,2
393,41852.93056,41852.93472,168,W 18 St & 6 Ave,40.73971301,-73.99456405,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,18392,Subscriber,1990,1
494,41852.51806,41852.52361,223,W 13 St & 7 Ave,40.73781509,-73.99994661,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,20004,Subscriber,1965,1
156,41852.78264,41852.78472,229,Great Jones St,40.72743423,-73.99379025,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,21279,Subscriber,1989,1
132,41852.78542,41852.78681,229,Great Jones St,40.72743423,-73.99379025,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,20002,Subscriber,1990,1
243,41852.95694,41852.95972,229,Great Jones St,40.72743423,-73.99379025,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16497,Customer,\N,0
288,41852.95694,41852.96042,229,Great Jones St,40.72743423,-73.99379025,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,15627,Subscriber,1978,1
191,41852.95764,41852.95972,229,Great Jones St,40.72743423,-73.99379025,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,19639,Subscriber,1981,2
347,41852.60486,41852.60903,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,15348,Subscriber,1959,1
502,41852.72083,41852.72639,237,E 11 St & 2 Ave,40.73047309,-73.98672378,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,15388,Subscriber,1988,2
784,41852.7375,41852.74653,247,Perry St & Bleecker St,40.73535398,-74.00483091,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,21353,Customer,\N,0
561,41852.74028,41852.74653,247,Perry St & Bleecker St,40.73535398,-74.00483091,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16714,Customer,\N,0
647,41852.39236,41852.4,248,Laight St & Hudson St,40.72185379,-74.00771779,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16236,Subscriber,1983,2
280,41852.60139,41852.60417,250,Lafayette St & Jersey St,40.72456089,-73.99565293,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16115,Subscriber,1933,1
248,41852.60417,41852.60694,250,Lafayette St & Jersey St,40.72456089,-73.99565293,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16929,Subscriber,1984,2
458,41852.14931,41852.15417,251,Mott St & Prince St,40.72317958,-73.99480012,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,18142,Subscriber,1989,2
1293,41852.34931,41852.36389,150,E 2 St & Avenue C,40.7208736,-73.98085795,164,E 47 St & 2 Ave,40.75323098,-73.97032517,18336,Subscriber,1956,1
591,41852.41875,41852.42569,153,E 40 St & 5 Ave,40.75206231,-73.9816324,164,E 47 St & 2 Ave,40.75323098,-73.97032517,17461,Subscriber,1962,1
2456,41852.56944,41852.59792,164,E 47 St & 2 Ave,40.75323098,-73.97032517,164,E 47 St & 2 Ave,40.75323098,-73.97032517,17858,Subscriber,1983,1
595,41852.70833,41852.71528,173,Broadway & W 49 St,40.76064679,-73.98442659,164,E 47 St & 2 Ave,40.75323098,-73.97032517,19156,Subscriber,1985,1
527,41852.30069,41852.30694,174,E 25 St & 1 Ave,40.7381765,-73.97738662,164,E 47 St & 2 Ave,40.75323098,-73.97032517,16930,Subscriber,1986,1
546,41852.3375,41852.34375,174,E 25 St & 1 Ave,40.7381765,-73.97738662,164,E 47 St & 2 Ave,40.75323098,-73.97032517,15548,Subscriber,1989,1
1300,41852.34931,41852.36389,127,Barrow St & Hudson St,40.73172428,-74.00674436,167,E 39 St & 3 Ave,40.7489006,-73.97604882,21239,Subscriber,1966,1
1039,41852.73958,41852.75139,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,167,E 39 St & 3 Ave,40.7489006,-73.97604882,21463,Subscriber,1987,1
170,41852.03681,41852.03889,153,E 40 St & 5 Ave,40.75206231,-73.9816324,167,E 39 St & 3 Ave,40.7489006,-73.97604882,21501,Subscriber,1966,1
172,41852.31528,41852.31736,153,E 40 St & 5 Ave,40.75206231,-73.9816324,167,E 39 St & 3 Ave,40.7489006,-73.97604882,16192,Subscriber,1978,2
259,41852.35833,41852.36181,153,E 40 St & 5 Ave,40.75206231,-73.9816324,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17279,Subscriber,1983,1
169,41852.72014,41852.72222,153,E 40 St & 5 Ave,40.75206231,-73.9816324,167,E 39 St & 3 Ave,40.7489006,-73.97604882,19932,Subscriber,1985,1
152,41852.79236,41852.79444,153,E 40 St & 5 Ave,40.75206231,-73.9816324,167,E 39 St & 3 Ave,40.7489006,-73.97604882,20609,Subscriber,1989,1
259,41852.35,41852.35278,164,E 47 St & 2 Ave,40.75323098,-73.97032517,167,E 39 St & 3 Ave,40.7489006,-73.97604882,18717,Subscriber,1984,1
323,41852.70556,41852.70903,164,E 47 St & 2 Ave,40.75323098,-73.97032517,167,E 39 St & 3 Ave,40.7489006,-73.97604882,18077,Subscriber,1974,1
139,41852.00556,41852.00764,167,E 39 St & 3 Ave,40.7489006,-73.97604882,167,E 39 St & 3 Ave,40.7489006,-73.97604882,15956,Subscriber,1988,1
1973,41852.79097,41852.81389,167,E 39 St & 3 Ave,40.7489006,-73.97604882,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17234,Customer,\N,0
1149,41852.81667,41852.82986,167,E 39 St & 3 Ave,40.7489006,-73.97604882,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17234,Customer,\N,0
69,41852.82986,41852.83056,167,E 39 St & 3 Ave,40.7489006,-73.97604882,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17234,Subscriber,1963,1
229,41852.83194,41852.83472,167,E 39 St & 3 Ave,40.7489006,-73.97604882,167,E 39 St & 3 Ave,40.7489006,-73.97604882,19955,Customer,\N,0
808,41852.99722,41853.00625,167,E 39 St & 3 Ave,40.7489006,-73.97604882,167,E 39 St & 3 Ave,40.7489006,-73.97604882,20622,Subscriber,1987,1
944,41852.30972,41852.32083,168,W 18 St & 6 Ave,40.73971301,-73.99456405,167,E 39 St & 3 Ave,40.7489006,-73.97604882,15984,Subscriber,1950,2
832,41852.41528,41852.425,168,W 18 St & 6 Ave,40.73971301,-73.99456405,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17510,Subscriber,1981,1
2184,41852.67361,41852.69861,195,Liberty St & Broadway,40.70905623,-74.01043382,167,E 39 St & 3 Ave,40.7489006,-73.97604882,18632,Subscriber,1968,1
690,41852.475,41852.48333,228,E 48 St & 3 Ave,40.7546011,-73.97187886,167,E 39 St & 3 Ave,40.7489006,-73.97604882,20814,Subscriber,1963,1
1035,41852.51875,41852.53056,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,167,E 39 St & 3 Ave,40.7489006,-73.97604882,21256,Subscriber,1986,1
828,41852.77708,41852.78681,237,E 11 St & 2 Ave,40.73047309,-73.98672378,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17234,Subscriber,1982,1
780,41852.65694,41852.66597,250,Lafayette St & Jersey St,40.72456089,-73.99565293,167,E 39 St & 3 Ave,40.7489006,-73.97604882,18469,Customer,\N,0
189,41852.31944,41852.32153,116,W 17 St & 8 Ave,40.74177603,-74.00149746,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17787,Subscriber,1990,1
182,41852.51944,41852.52153,116,W 17 St & 8 Ave,40.74177603,-74.00149746,168,W 18 St & 6 Ave,40.73971301,-73.99456405,15291,Subscriber,1978,1
335,41852.58403,41852.58819,116,W 17 St & 8 Ave,40.74177603,-74.00149746,168,W 18 St & 6 Ave,40.73971301,-73.99456405,16213,Subscriber,1982,2
731,41852.60139,41852.61042,116,W 17 St & 8 Ave,40.74177603,-74.00149746,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17526,Subscriber,1984,1
206,41852.64931,41852.65208,116,W 17 St & 8 Ave,40.74177603,-74.00149746,168,W 18 St & 6 Ave,40.73971301,-73.99456405,19396,Subscriber,1983,1
241,41852.80417,41852.80694,116,W 17 St & 8 Ave,40.74177603,-74.00149746,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18836,Subscriber,1967,1
398,41852.38542,41852.39028,128,MacDougal St & Prince St,40.72710258,-74.00297088,168,W 18 St & 6 Ave,40.73971301,-73.99456405,14899,Subscriber,1982,1
630,41852.54722,41852.55486,128,MacDougal St & Prince St,40.72710258,-74.00297088,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20602,Subscriber,1949,1
1476,41852.33889,41852.35625,147,Greenwich St & Warren St,40.71542197,-74.01121978,168,W 18 St & 6 Ave,40.73971301,-73.99456405,21005,Subscriber,1956,1
1315,41852.58333,41852.59861,150,E 2 St & Avenue C,40.7208736,-73.98085795,168,W 18 St & 6 Ave,40.73971301,-73.99456405,14770,Subscriber,1989,1
821,41852.68194,41852.69097,150,E 2 St & Avenue C,40.7208736,-73.98085795,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20300,Subscriber,1986,1
666,41852.75208,41852.75972,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,168,W 18 St & 6 Ave,40.73971301,-73.99456405,15216,Subscriber,1981,2
1133,41852.59514,41852.60833,153,E 40 St & 5 Ave,40.75206231,-73.9816324,168,W 18 St & 6 Ave,40.73971301,-73.99456405,21251,Subscriber,1984,1
378,41852.74514,41852.74931,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18685,Subscriber,1959,1
401,41852.87014,41852.87431,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,168,W 18 St & 6 Ave,40.73971301,-73.99456405,15079,Subscriber,1990,1
621,41852.97153,41852.97917,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18204,Subscriber,1989,2
1322,41852.79931,41852.81458,164,E 47 St & 2 Ave,40.75323098,-73.97032517,168,W 18 St & 6 Ave,40.73971301,-73.99456405,16510,Customer,\N,0
60,41852.38889,41852.38958,168,W 18 St & 6 Ave,40.73971301,-73.99456405,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20197,Subscriber,1991,2
379,41852.50556,41852.50972,212,W 16 St & The High Line,40.74334935,-74.00681753,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17930,Subscriber,1971,1
194,41852.39167,41852.39375,223,W 13 St & 7 Ave,40.73781509,-73.99994661,168,W 18 St & 6 Ave,40.73971301,-73.99456405,15039,Subscriber,1948,1
294,41852.54861,41852.55208,223,W 13 St & 7 Ave,40.73781509,-73.99994661,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18302,Subscriber,1969,1
1074,41852.59306,41852.60556,229,Great Jones St,40.72743423,-73.99379025,168,W 18 St & 6 Ave,40.73971301,-73.99456405,16979,Subscriber,1966,1
515,41852.79375,41852.8,238,Bank St & Washington St,40.7361967,-74.00859207,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20196,Subscriber,1983,1
860,41852.58611,41852.59583,247,Perry St & Bleecker St,40.73535398,-74.00483091,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20743,Customer,\N,0
938,41852.58611,41852.59722,247,Perry St & Bleecker St,40.73535398,-74.00483091,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17771,Customer,\N,0
930,41852.58611,41852.59722,247,Perry St & Bleecker St,40.73535398,-74.00483091,168,W 18 St & 6 Ave,40.73971301,-73.99456405,21625,Customer,\N,0
368,41852.65625,41852.66042,247,Perry St & Bleecker St,40.73535398,-74.00483091,168,W 18 St & 6 Ave,40.73971301,-73.99456405,15242,Subscriber,1964,1
1234,41852.35278,41852.36667,248,Laight St & Hudson St,40.72185379,-74.00771779,168,W 18 St & 6 Ave,40.73971301,-73.99456405,21188,Subscriber,1962,1
775,41852.94722,41852.95625,251,Mott St & Prince St,40.72317958,-73.99480012,168,W 18 St & 6 Ave,40.73971301,-73.99456405,15817,Subscriber,1991,2
327,41852.32708,41852.33125,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,168,W 18 St & 6 Ave,40.73971301,-73.99456405,19577,Subscriber,1959,1
